,bill_id,member_id,vote_position
3667,hr3408-112,P000523,Yes
3668,hr3408-112,Q000023,Yes
3669,hr3408-112,R000585,No
3670,hr3408-112,R000588,Yes
3671,hr3408-112,R000591,No
3672,hr3408-112,R000582,No
3673,hr3408-112,R000395,No
3674,hr3408-112,R000575,No
3675,hr3408-112,R000486,Yes
3676,hr3408-112,R000576,Yes
3677,hr3408-112,R000515,Yes
3678,hr3408-112,R000577,Yes
3679,hr3408-112,S001156,Yes
3680,hr3408-112,S001168,Yes
3681,hr3408-112,S001176,No
3682,hr3408-112,S001145,Yes
3683,hr3408-112,S001150,Yes
3684,hr3408-112,S001180,Yes
3685,hr3408-112,S001183,No
3686,hr3408-112,S001157,Yes
3687,hr3408-112,S001189,No
3688,hr3408-112,S000185,Yes
3689,hr3408-112,S000244,No
3690,hr3408-112,S000248,Not Voting
3691,hr3408-112,S001185,Yes
3692,hr3408-112,S000344,Yes
3693,hr3408-112,S000364,No
3694,hr3408-112,S001148,No
3695,hr3408-112,S001165,Yes
3696,hr3408-112,S001172,No
3697,hr3408-112,S000510,Yes
3698,hr3408-112,S000522,No
3699,hr3408-112,S001175,Yes
3700,hr3408-112,S001187,No
3701,hr3408-112,T000467,No
3702,hr3408-112,T000193,Yes
3703,hr3408-112,T000460,Yes
3704,hr3408-112,T000238,No
3705,hr3408-112,T000470,No
3706,hr3408-112,T000469,Yes
3707,hr3408-112,T000463,No
3708,hr3408-112,U000031,No
3709,hr3408-112,V000081,Yes
3710,hr3408-112,V000108,Yes
3711,hr3408-112,W000798,No
3712,hr3408-112,W000791,No
3713,hr3408-112,W000797,Yes
3714,hr3408-112,W000187,Yes
3715,hr3408-112,W000806,No
3716,hr3408-112,W000800,Yes
3717,hr3408-112,W000795,No
3718,hr3408-112,W000808,Yes
3719,hr3408-112,W000804,No
3720,hr3408-112,W000809,No
3721,hr3408-112,W000810,No
3722,hr3408-112,Y000062,Yes
3723,hr4480-112,B001271,Yes
3724,hr4480-112,B001255,Yes
3725,hr4480-112,B000911,No
3726,hr4480-112,C001036,No
3727,hr4480-112,C001083,No
3728,hr4480-112,C001045,Yes
3729,hr4480-112,D000613,Yes
3730,hr4480-112,E000290,No
3731,hr4480-112,E000291,Yes
3732,hr4480-112,F000030,No
3733,hr4480-112,F000458,Yes
3734,hr4480-112,F000451,Yes
3735,hr4480-112,F000456,Yes
3736,hr4480-112,F000445,Yes
3737,hr4480-112,G000548,Yes
3738,hr4480-112,G000564,Yes
3739,hr4480-112,G000570,Yes
3740,hr4480-112,H001063,No
3741,hr4480-112,H001051,Yes
3742,hr4480-112,H001055,Yes
3743,hr4480-112,H000636,No
3744,hr4480-112,H001034,No
3745,hr4480-112,H001057,Yes
3746,hr4480-112,H001060,Yes
3747,hr4480-112,I000057,No
3748,hr4480-112,K000363,Yes
3749,hr4480-112,L000571,Yes
3750,hr4480-112,M000404,No
3751,hr4480-112,M000689,Yes
3752,hr4480-112,M001144,Not Voting
3753,hr4480-112,M001150,Yes
3754,hr4480-112,N000182,Yes
3755,hr4480-112,N000185,Yes
3756,hr4480-112,P000373,Yes
3757,hr4480-112,R000053,No
3758,hr4480-112,R000587,Yes
3759,hr4480-112,R000589,Yes
3760,hr4480-112,S000030,No
3761,hr4480-112,S001188,Yes
3762,hr4480-112,W000796,Yes
3763,hr4480-112,W000413,Yes
3764,hr4480-112,B001269,Yes
3765,hr4480-112,B000213,Yes
3766,hr4480-112,B000287,No
3767,hr4480-112,B001273,Yes
3768,hr4480-112,B001227,No
3769,hr4480-112,C001037,No
3770,hr4480-112,C001076,Yes
3771,hr4480-112,C001077,Yes
3772,hr4480-112,C000714,No
3773,hr4480-112,C001038,No
3774,hr4480-112,C001048,Yes
3775,hr4480-112,D000612,Yes
3776,hr4480-112,D000604,Yes
3777,hr4480-112,D000533,Yes
3778,hr4480-112,E000288,No
3779,hr4480-112,F000460,Yes
3780,hr4480-112,F000448,Yes
3781,hr4480-112,F000372,Yes
3782,hr4480-112,G000289,Yes
3783,hr4480-112,G000566,Yes
3784,hr4480-112,G000410,Yes
3785,hr4480-112,H001059,Yes
3786,hr4480-112,I000056,Yes
3787,hr4480-112,J000290,Yes
3788,hr4480-112,J000174,Yes
3789,hr4480-112,L000573,Yes
3790,hr4480-112,L000567,Yes
3791,hr4480-112,L000263,No
3792,hr4480-112,L000554,Yes
3793,hr4480-112,M001181,Yes
3794,hr4480-112,M001182,Yes
3795,hr4480-112,M001151,Not Voting
3796,hr4480-112,N000184,Yes
3797,hr4480-112,P000594,Yes
3798,hr4480-112,P000588,Yes
3799,hr4480-112,P000592,Yes
3800,hr4480-112,P000598,No
3801,hr4480-112,P000602,Yes
3802,hr4480-112,P000591,Yes
3803,hr4480-112,R000578,Yes
3804,hr4480-112,R000586,Yes
3805,hr4480-112,R000409,Yes
3806,hr4480-112,R000592,Yes
3807,hr4480-112,R000583,Yes
3808,hr4480-112,R000435,Yes
3809,hr4480-112,R000580,Yes
3810,hr4480-112,R000593,Yes
3811,hr4480-112,R000487,Yes
3812,hr4480-112,R000570,Yes
3813,hr4480-112,S000250,Yes
3814,hr4480-112,S001154,Yes
3815,hr4480-112,S000480,No
3816,hr4480-112,S000583,Yes
3817,hr4480-112,T000462,Yes
3818,hr4480-112,T000465,No
3819,hr4480-112,W000799,No
3820,hr4480-112,Y000063,Yes
3821,hr4480-112,A000055,Yes
3822,hr4480-112,A000367,Yes
3823,hr4480-112,A000369,Yes
3824,hr4480-112,B001270,No
3825,hr4480-112,B001257,Yes
3826,hr4480-112,B001250,Yes
3827,hr4480-112,B000490,Yes
3828,hr4480-112,B000574,No
3829,hr4480-112,B001278,No
3830,hr4480-112,B000755,Yes
3831,hr4480-112,B001274,Yes
3832,hr4480-112,B001260,Yes
3833,hr4480-112,B001275,Yes
3834,hr4480-112,B001248,Yes
3835,hr4480-112,B001251,No
3836,hr4480-112,C000059,Yes
3837,hr4480-112,C001072,No
3838,hr4480-112,C001051,Yes
3839,hr4480-112,C001066,No
3840,hr4480-112,C000266,Yes
3841,hr4480-112,C001080,No
3842,hr4480-112,C001084,No
3843,hr4480-112,C001067,Not Voting
3844,hr4480-112,C001049,No
3845,hr4480-112,C001061,No
3846,hr4480-112,C000537,No
3847,hr4480-112,C001068,No
3848,hr4480-112,C001053,Yes
3849,hr4480-112,C001062,Yes
3850,hr4480-112,C001078,No
3851,hr4480-112,C000754,No
3852,hr4480-112,C001059,Yes
3853,hr4480-112,C001069,No
3854,hr4480-112,C001087,Yes
3855,hr4480-112,C001063,Yes
3856,hr4480-112,C000984,No
3857,hr4480-112,D000096,No
3858,hr4480-112,D000598,No
3859,hr4480-112,D000191,No
3860,hr4480-112,D000197,No
3861,hr4480-112,D000216,No
3862,hr4480-112,D000616,Yes
3863,hr4480-112,D000610,No
3864,hr4480-112,D000600,Yes
3865,hr4480-112,D000399,No
3866,hr4480-112,D000482,No
3867,hr4480-112,D000614,Yes
3868,hr4480-112,D000615,Yes
3869,hr4480-112,E000179,No
3870,hr4480-112,E000215,No
3871,hr4480-112,F000459,Yes
3872,hr4480-112,F000461,Yes
3873,hr4480-112,F000449,Yes
3874,hr4480-112,F000450,Yes
3875,hr4480-112,F000455,No
3876,hr4480-112,G000559,No
3877,hr4480-112,G000563,Yes
3878,hr4480-112,G000552,Yes
3879,hr4480-112,G000565,Yes
3880,hr4480-112,G000377,Yes
3881,hr4480-112,G000560,Yes
3882,hr4480-112,G000546,Yes
3883,hr4480-112,G000553,Yes
3884,hr4480-112,G000568,Yes
3885,hr4480-112,G000551,No
3886,hr4480-112,G000558,Yes
3887,hr4480-112,H001052,Yes
3888,hr4480-112,H001053,Yes
3889,hr4480-112,H000324,No
3890,hr4480-112,H001056,Yes
3891,hr4480-112,H001038,No
3892,hr4480-112,H001047,No
3893,hr4480-112,H000874,No
3894,hr4480-112,H001058,Yes
3895,hr4480-112,H001048,Yes
3896,hr4480-112,J000032,Not Voting
3897,hr4480-112,J000292,Yes
3898,hr4480-112,J000126,No
3899,hr4480-112,J000288,No
3900,hr4480-112,J000255,Yes
3901,hr4480-112,J000289,Yes
3902,hr4480-112,K000009,No
3903,hr4480-112,K000375,No
3904,hr4480-112,K000376,Yes
3905,hr4480-112,K000188,No
3906,hr4480-112,K000210,Yes
3907,hr4480-112,K000362,Yes
3908,hr4480-112,K000378,Yes
3909,hr4480-112,L000564,Yes
3910,hr4480-112,L000559,No
3911,hr4480-112,L000560,No
3912,hr4480-112,L000557,No
3913,hr4480-112,L000566,Yes
3914,hr4480-112,L000551,No
3915,hr4480-112,L000287,Not Voting
3916,hr4480-112,L000563,No
3917,hr4480-112,L000565,No
3918,hr4480-112,L000397,No
3919,hr4480-112,L000576,Yes
3920,hr4480-112,L000480,No
3921,hr4480-112,L000491,Yes
3922,hr4480-112,L000569,Yes
3923,hr4480-112,L000570,No
3924,hr4480-112,L000562,No
3925,hr4480-112,M000087,No
3926,hr4480-112,M001158,Yes
3927,hr4480-112,M001179,Yes
3928,hr4480-112,M001163,No
3929,hr4480-112,M001165,Yes
3930,hr4480-112,M001157,Yes
3931,hr4480-112,M001177,Yes
3932,hr4480-112,M001143,No
3933,hr4480-112,M000312,No
3934,hr4480-112,M001156,Yes
3935,hr4480-112,M001180,Yes
3936,hr4480-112,M001159,Yes
3937,hr4480-112,M001166,No
3938,hr4480-112,M001137,No
3939,hr4480-112,M001160,No
3940,hr4480-112,N000002,No
3941,hr4480-112,N000179,No
3942,hr4480-112,N000015,No
3943,hr4480-112,N000181,Yes
3944,hr4480-112,O000168,Yes
3945,hr4480-112,P000601,Yes
3946,hr4480-112,P000034,No
3947,hr4480-112,P000096,No
3948,hr4480-112,P000197,No
3949,hr4480-112,P000593,No
3950,hr4480-112,P000258,Yes
3951,hr4480-112,P000597,No
3952,hr4480-112,P000599,Yes
3953,hr4480-112,P000523,No
3954,hr4480-112,Q000023,No
3955,hr4480-112,R000585,Yes
3956,hr4480-112,R000588,No
3957,hr4480-112,R000591,Yes
3958,hr4480-112,R000582,Yes
3959,hr4480-112,R000395,Yes
3960,hr4480-112,R000575,Yes
3961,hr4480-112,R000486,No
3962,hr4480-112,R000576,No
3963,hr4480-112,R000515,No
3964,hr4480-112,R000577,No
3965,hr4480-112,S001156,Not Voting
3966,hr4480-112,S001168,No
3967,hr4480-112,S001176,Yes
3968,hr4480-112,S001145,No
3969,hr4480-112,S001150,No
3970,hr4480-112,S001180,No
3971,hr4480-112,S001183,Yes
3972,hr4480-112,S001157,No
3973,hr4480-112,S001189,Yes
3974,hr4480-112,S000185,No
3975,hr4480-112,S000244,Yes
3976,hr4480-112,S000248,No
3977,hr4480-112,S001185,No
3978,hr4480-112,S000344,No
3979,hr4480-112,S000364,Yes
3980,hr4480-112,S001148,Yes
3981,hr4480-112,S001165,No
3982,hr4480-112,S001172,Yes
3983,hr4480-112,S000510,No
3984,hr4480-112,S000522,Yes
3985,hr4480-112,S001175,No
3986,hr4480-112,S001187,Yes
3987,hr4480-112,T000467,Yes
3988,hr4480-112,T000193,No
3989,hr4480-112,T000460,No
3990,hr4480-112,T000238,Yes
3991,hr4480-112,T000470,Yes
3992,hr4480-112,T000469,No
3993,hr4480-112,T000463,Yes
3994,hr4480-112,U000031,Yes
3995,hr4480-112,V000081,Not Voting
3996,hr4480-112,V000108,No
3997,hr4480-112,W000798,Yes
3998,hr4480-112,W000791,Yes
3999,hr4480-112,W000797,No
4000,hr4480-112,W000187,No
4001,hr4480-112,W000806,Yes
4002,hr4480-112,W000800,No
4003,hr4480-112,W000795,Yes
4004,hr4480-112,W000808,No
4005,hr4480-112,W000804,Yes
4006,hr4480-112,W000809,Yes
4007,hr4480-112,W000810,Yes
4008,hr4480-112,Y000062,No
4009,hr4606-112,B001271,Yes
4010,hr4606-112,B001255,Yes
4011,hr4606-112,B000911,Yes
4012,hr4606-112,C001036,Not Voting
4013,hr4606-112,C001083,Yes
4014,hr4606-112,C001045,Not Voting
4015,hr4606-112,D000613,Yes
4016,hr4606-112,E000290,No
4017,hr4606-112,E000291,Yes
4018,hr4606-112,F000030,No
4019,hr4606-112,F000458,Not Voting
4020,hr4606-112,F000451,Yes
4021,hr4606-112,F000456,Not Voting
4022,hr4606-112,F000445,Not Voting
4023,hr4606-112,G000548,Yes
4024,hr4606-112,G000564,Not Voting
4025,hr4606-112,G000570,Not Voting
4026,hr4606-112,H001063,Yes
4027,hr4606-112,H001051,Not Voting
4028,hr4606-112,H001055,Yes
4029,hr4606-112,H000636,Yes
4030,hr4606-112,H001034,Yes
4031,hr4606-112,H001057,Yes
4032,hr4606-112,H001060,Yes
4033,hr4606-112,I000057,Yes
4034,hr4606-112,K000363,Yes
4035,hr4606-112,L000571,Yes
4036,hr4606-112,M000404,No
4037,hr4606-112,M000689,Yes
4038,hr4606-112,M001144,Yes
4039,hr4606-112,M001150,Yes
4040,hr4606-112,N000182,Yes
4041,hr4606-112,N000185,Yes
4042,hr4606-112,P000373,Yes
4043,hr4606-112,R000053,Yes
4044,hr4606-112,R000587,Yes
4045,hr4606-112,R000589,Yes
4046,hr4606-112,S000030,Not Voting
4047,hr4606-112,S001188,Yes
4048,hr4606-112,W000796,Not Voting
4049,hr4606-112,W000413,Not Voting
4050,hr4606-112,B001269,Yes
4051,hr4606-112,B000213,Not Voting
4052,hr4606-112,B000287,Yes
4053,hr4606-112,B001273,Yes
4054,hr4606-112,B001227,Not Voting
4055,hr4606-112,C001037,Not Voting
4056,hr4606-112,C001076,Yes
4057,hr4606-112,C001077,Yes
4058,hr4606-112,C000714,No
4059,hr4606-112,C001038,Yes
4060,hr4606-112,C001048,Not Voting
4061,hr4606-112,D000612,Yes
4062,hr4606-112,D000604,Yes
4063,hr4606-112,D000533,Yes
4064,hr4606-112,E000288,Yes
4065,hr4606-112,F000460,Yes
4066,hr4606-112,F000448,Not Voting
4067,hr4606-112,F000372,Yes
4068,hr4606-112,G000289,Not Voting
4069,hr4606-112,G000566,Not Voting
4070,hr4606-112,G000410,Yes
4071,hr4606-112,H001059,Yes
4072,hr4606-112,I000056,Yes
4073,hr4606-112,J000290,Yes
4074,hr4606-112,J000174,Not Voting
4075,hr4606-112,L000573,Yes
4076,hr4606-112,L000567,Yes
4077,hr4606-112,L000263,Yes
4078,hr4606-112,L000554,Yes
4079,hr4606-112,M001181,Yes
4080,hr4606-112,M001182,Yes
4081,hr4606-112,M001151,Yes
4082,hr4606-112,N000184,Yes
4083,hr4606-112,P000594,Yes
4084,hr4606-112,P000588,Yes
4085,hr4606-112,P000592,Yes
4086,hr4606-112,P000598,Yes
4087,hr4606-112,P000602,Yes
4088,hr4606-112,P000591,Yes
4089,hr4606-112,R000578,Yes
4090,hr4606-112,R000586,Yes
4091,hr4606-112,R000409,Not Voting
4092,hr4606-112,R000592,Not Voting
4093,hr4606-112,R000583,Yes
4094,hr4606-112,R000435,Yes
4095,hr4606-112,R000580,Yes
4096,hr4606-112,R000593,Yes
4097,hr4606-112,R000487,Yes
4098,hr4606-112,R000570,Yes
4099,hr4606-112,S000250,Yes
4100,hr4606-112,S001154,Yes
4101,hr4606-112,S000480,Not Voting
4102,hr4606-112,S000583,Yes
4103,hr4606-112,T000462,Not Voting
4104,hr4606-112,T000465,Yes
4105,hr4606-112,W000799,Yes
4106,hr4606-112,Y000063,Yes
4107,hr4606-112,A000055,Yes
4108,hr4606-112,A000367,Yes
4109,hr4606-112,A000369,Yes
4110,hr4606-112,B001270,Yes
4111,hr4606-112,B001257,Yes
4112,hr4606-112,B001250,Yes
4113,hr4606-112,B000490,Yes
4114,hr4606-112,B000574,Yes
4115,hr4606-112,B001278,Yes
4116,hr4606-112,B000755,Not Voting
4117,hr4606-112,B001274,Yes
4118,hr4606-112,B001260,Not Voting
4119,hr4606-112,B001275,Yes
4120,hr4606-112,B001248,Not Voting
4121,hr4606-112,B001251,Not Voting
4122,hr4606-112,C000059,Yes
4123,hr4606-112,C001072,Yes
4124,hr4606-112,C001051,Yes
4125,hr4606-112,C001066,Yes
4126,hr4606-112,C000266,Yes
4127,hr4606-112,C001080,Yes
4128,hr4606-112,C001084,Not Voting
4129,hr4606-112,C001067,No
4130,hr4606-112,C001049,No
4131,hr4606-112,C001061,Yes
4132,hr4606-112,C000537,Not Voting
4133,hr4606-112,C001068,Not Voting
4134,hr4606-112,C001053,Yes
4135,hr4606-112,C001062,Yes
4136,hr4606-112,C001078,Yes
4137,hr4606-112,C000754,Yes
4138,hr4606-112,C001059,Not Voting
4139,hr4606-112,C001069,Not Voting
4140,hr4606-112,C001087,Yes
4141,hr4606-112,C001063,Yes
4142,hr4606-112,C000984,Yes
4143,hr4606-112,D000096,Not Voting
4144,hr4606-112,D000598,Yes
4145,hr4606-112,D000191,Yes
4146,hr4606-112,D000197,Yes
4147,hr4606-112,D000216,Not Voting
4148,hr4606-112,D000617,Yes
4149,hr4606-112,D000616,Yes
4150,hr4606-112,D000610,Yes
4151,hr4606-112,D000600,Yes
4152,hr4606-112,D000399,Yes
4153,hr4606-112,D000482,Yes
4154,hr4606-112,D000614,Yes
4155,hr4606-112,D000615,Yes
4156,hr4606-112,E000179,Yes
4157,hr4606-112,E000215,Yes
4158,hr4606-112,F000459,Yes
4159,hr4606-112,F000461,Yes
4160,hr4606-112,F000449,Not Voting
4161,hr4606-112,F000450,Yes
4162,hr4606-112,F000455,Yes
4163,hr4606-112,G000559,Yes
4164,hr4606-112,G000563,Yes
4165,hr4606-112,G000552,Not Voting
4166,hr4606-112,G000565,Yes
4167,hr4606-112,G000377,Not Voting
4168,hr4606-112,G000560,Yes
4169,hr4606-112,G000546,Yes
4170,hr4606-112,G000553,Yes
4171,hr4606-112,G000568,Yes
4172,hr4606-112,G000551,Not Voting
4173,hr4606-112,G000558,Yes
4174,hr4606-112,H001052,Not Voting
4175,hr4606-112,H001053,Not Voting
4176,hr4606-112,H000324,Yes
4177,hr4606-112,H001056,Not Voting
4178,hr4606-112,H001038,Not Voting
4179,hr4606-112,H001047,Not Voting
4180,hr4606-112,H000874,Yes
4181,hr4606-112,H001058,Yes
4182,hr4606-112,H001048,Yes
4183,hr4606-112,J000032,Not Voting
4184,hr4606-112,J000292,Yes
4185,hr4606-112,J000126,Yes
4186,hr4606-112,J000288,Yes
4187,hr4606-112,J000255,Not Voting
4188,hr4606-112,J000289,Yes
4189,hr4606-112,K000009,Yes
4190,hr4606-112,K000375,Yes
4191,hr4606-112,K000376,Yes
4192,hr4606-112,K000188,Not Voting
4193,hr4606-112,K000210,Yes
4194,hr4606-112,K000362,Yes
4195,hr4606-112,K000378,Yes
4196,hr4606-112,L000564,Yes
4197,hr4606-112,L000559,Not Voting
4198,hr4606-112,L000560,Yes
4199,hr4606-112,L000557,Not Voting
4200,hr4606-112,L000566,Yes
4201,hr4606-112,L000551,Yes
4202,hr4606-112,L000287,No
4203,hr4606-112,L000563,Not Voting
4204,hr4606-112,L000565,Yes
4205,hr4606-112,L000397,Yes
4206,hr4606-112,L000576,Yes
4207,hr4606-112,L000480,Yes
4208,hr4606-112,L000491,Yes
4209,hr4606-112,L000569,Yes
4210,hr4606-112,L000570,Not Voting
4211,hr4606-112,L000562,No
4212,hr4606-112,M000087,Yes
4213,hr4606-112,M001158,Not Voting
4214,hr4606-112,M001179,Yes
4215,hr4606-112,M001184,Yes
4216,hr4606-112,M001163,Not Voting
4217,hr4606-112,M001165,Yes
4218,hr4606-112,M001157,Yes
4219,hr4606-112,M001177,Yes
4220,hr4606-112,M001143,Yes
4221,hr4606-112,M000312,Not Voting
4222,hr4606-112,M001156,Yes
4223,hr4606-112,M001180,Yes
4224,hr4606-112,M001159,Yes
4225,hr4606-112,M001166,Not Voting
4226,hr4606-112,M001137,Not Voting
4227,hr4606-112,M001160,Not Voting
4228,hr4606-112,N000002,Yes
4229,hr4606-112,N000179,Yes
4230,hr4606-112,N000015,Not Voting
4231,hr4606-112,N000181,Not Voting
4232,hr4606-112,O000168,Yes
4233,hr4606-112,P000601,Yes
4234,hr4606-112,P000034,Yes
4235,hr4606-112,P000096,Yes
4236,hr4606-112,P000604,Yes
4237,hr4606-112,P000197,Not Voting
4238,hr4606-112,P000593,Yes
4239,hr4606-112,P000258,Yes
4240,hr4606-112,P000597,Yes
4241,hr4606-112,P000599,Yes
4242,hr4606-112,P000523,Yes
4243,hr4606-112,Q000023,Yes
4244,hr4606-112,R000585,Yes
4245,hr4606-112,R000588,Not Voting
4246,hr4606-112,R000591,Yes
4247,hr4606-112,R000582,Yes
4248,hr4606-112,R000395,Yes
4249,hr4606-112,R000575,Not Voting
4250,hr4606-112,R000486,Yes
4251,hr4606-112,R000576,Yes
4252,hr4606-112,R000515,Not Voting
4253,hr4606-112,R000577,Yes
4254,hr4606-112,S001156,Yes
4255,hr4606-112,S001168,Not Voting
4256,hr4606-112,S001176,Yes
4257,hr4606-112,S001145,Not Voting
4258,hr4606-112,S001150,Yes
4259,hr4606-112,S001180,Yes
4260,hr4606-112,S001183,Yes
4261,hr4606-112,S001157,Yes
4262,hr4606-112,S001189,Yes
4263,hr4606-112,S000185,Yes
4264,hr4606-112,S000244,Yes
4265,hr4606-112,S000248,No
4266,hr4606-112,S001185,Yes
4267,hr4606-112,S000344,Yes
4268,hr4606-112,S000364,Not Voting
4269,hr4606-112,S001148,Not Voting
4270,hr4606-112,S001165,Yes
4271,hr4606-112,S001172,Yes
4272,hr4606-112,S000510,Not Voting
4273,hr4606-112,S000522,Not Voting
4274,hr4606-112,S001175,Not Voting
4275,hr4606-112,S001187,Not Voting
4276,hr4606-112,T000467,Yes
4277,hr4606-112,T000193,Yes
4278,hr4606-112,T000460,Not Voting
4279,hr4606-112,T000238,Yes
4280,hr4606-112,T000470,Yes
4281,hr4606-112,T000469,Yes
4282,hr4606-112,T000463,Yes
4283,hr4606-112,U000031,Yes
4284,hr4606-112,V000081,Yes
4285,hr4606-112,V000108,Yes
4286,hr4606-112,W000798,Yes
4287,hr4606-112,W000791,Yes
4288,hr4606-112,W000797,Yes
4289,hr4606-112,W000187,Not Voting
4290,hr4606-112,W000806,Yes
4291,hr4606-112,W000800,Not Voting
4292,hr4606-112,W000795,Yes
4293,hr4606-112,W000808,Not Voting
4294,hr4606-112,W000804,Yes
4295,hr4606-112,W000809,Yes
4296,hr4606-112,W000810,Yes
4297,hr4606-112,Y000062,Yes
4298,hr5019-111,B001255,Yes
4299,hr5019-111,B000911,No
4300,hr5019-111,C001036,No
4301,hr5019-111,C001045,Yes
4302,hr5019-111,E000290,No
4303,hr5019-111,F000030,No
4304,hr5019-111,F000456,Yes
4305,hr5019-111,F000445,Yes
4306,hr5019-111,G000548,Yes
4307,hr5019-111,G000556,No
4308,hr5019-111,H000636,No
4309,hr5019-111,H001034,No
4310,hr5019-111,I000057,No
4311,hr5019-111,K000363,Yes
4312,hr5019-111,L000571,Yes
4313,hr5019-111,M000404,No
4314,hr5019-111,M000689,Yes
4315,hr5019-111,M001144,Yes
4316,hr5019-111,M001150,Yes
4317,hr5019-111,N000182,Yes
4318,hr5019-111,P000373,Not Voting
4319,hr5019-111,R000053,No
4320,hr5019-111,S000030,No
4321,hr5019-111,W000796,Yes
4322,hr5019-111,W000413,Yes
4323,hr5019-111,B000213,Yes
4324,hr5019-111,B000287,No
4325,hr5019-111,B001245,No
4326,hr5019-111,B001227,No
4327,hr5019-111,C001037,No
4328,hr5019-111,C001076,Yes
4329,hr5019-111,C001077,Yes
4330,hr5019-111,C000714,No
4331,hr5019-111,C001038,No
4332,hr5019-111,C001048,Yes
4333,hr5019-111,D000604,Yes
4334,hr5019-111,D000533,Yes
4335,hr5019-111,E000288,No
4336,hr5019-111,F000448,Yes
4337,hr5019-111,F000372,Yes
4338,hr5019-111,G000289,Yes
4339,hr5019-111,G000410,No
4340,hr5019-111,I000056,Yes
4341,hr5019-111,J000290,Yes
4342,hr5019-111,J000174,Yes
4343,hr5019-111,L000567,Yes
4344,hr5019-111,L000263,No
4345,hr5019-111,L000554,Yes
4346,hr5019-111,M001151,Yes
4347,hr5019-111,N000147,No
4348,hr5019-111,P000594,Yes
4349,hr5019-111,P000592,Yes
4350,hr5019-111,P000598,No
4351,hr5019-111,P000591,Yes
4352,hr5019-111,R000578,Yes
4353,hr5019-111,R000409,Yes
4354,hr5019-111,R000583,Yes
4355,hr5019-111,R000435,Yes
4356,hr5019-111,R000580,Yes
4357,hr5019-111,R000487,Yes
4358,hr5019-111,R000570,Yes
4359,hr5019-111,S000250,Yes
4360,hr5019-111,S001170,No
4361,hr5019-111,S001154,Yes
4362,hr5019-111,S000480,No
4363,hr5019-111,S000583,Yes
4364,hr5019-111,T000462,Yes
4365,hr5019-111,T000465,No
4366,hr5019-111,W000799,No
4367,hr5019-111,A000055,Yes
4368,hr5019-111,B001257,Yes
4369,hr5019-111,B001250,Yes
4370,hr5019-111,B000490,No
4371,hr5019-111,B000574,No
4372,hr5019-111,B000755,Yes
4373,hr5019-111,B001260,Yes
4374,hr5019-111,B001248,Yes
4375,hr5019-111,B001251,No
4376,hr5019-111,C000059,Yes
4377,hr5019-111,C001072,No
4378,hr5019-111,C001051,Yes
4379,hr5019-111,C001066,No
4380,hr5019-111,C001080,No
4381,hr5019-111,C001067,No
4382,hr5019-111,C001049,No
4383,hr5019-111,C001061,No
4384,hr5019-111,C000537,No
4385,hr5019-111,C001068,No
4386,hr5019-111,C001053,Yes
4387,hr5019-111,C001062,Yes
4388,hr5019-111,C001078,No
4389,hr5019-111,C000754,No
4390,hr5019-111,C001059,No
4391,hr5019-111,C001069,No
4392,hr5019-111,C001063,No
4393,hr5019-111,C000984,No
4394,hr5019-111,D000096,No
4395,hr5019-111,D000598,No
4396,hr5019-111,D000191,No
4397,hr5019-111,D000197,Not Voting
4398,hr5019-111,D000216,No
4399,hr5019-111,D000610,No
4400,hr5019-111,D000600,Yes
4401,hr5019-111,D000399,No
4402,hr5019-111,D000482,No
4403,hr5019-111,E000179,No
4404,hr5019-111,E000215,No
4405,hr5019-111,F000449,Yes
4406,hr5019-111,F000454,No
4407,hr5019-111,F000450,Yes
4408,hr5019-111,F000455,No
4409,hr5019-111,G000559,No
4410,hr5019-111,G000552,Yes
4411,hr5019-111,G000377,Yes
4412,hr5019-111,G000546,Yes
4413,hr5019-111,G000553,No
4414,hr5019-111,G000551,No
4415,hr5019-111,G000558,Not Voting
4416,hr5019-111,H000324,No
4417,hr5019-111,H001038,No
4418,hr5019-111,H001047,No
4419,hr5019-111,H000874,No
4420,hr5019-111,H001048,Yes
4421,hr5019-111,J000032,No
4422,hr5019-111,J000126,No
4423,hr5019-111,J000288,No
4424,hr5019-111,J000255,Yes
4425,hr5019-111,J000289,Yes
4426,hr5019-111,K000009,No
4427,hr5019-111,K000188,No
4428,hr5019-111,K000210,Yes
4429,hr5019-111,K000362,Yes
4430,hr5019-111,K000368,Yes
4431,hr5019-111,L000564,Yes
4432,hr5019-111,L000559,No
4433,hr5019-111,L000560,No
4434,hr5019-111,L000557,No
4435,hr5019-111,L000566,Yes
4436,hr5019-111,L000551,No
4437,hr5019-111,L000287,No
4438,hr5019-111,L000563,No
4439,hr5019-111,L000565,No
4440,hr5019-111,L000397,No
4441,hr5019-111,L000480,No
4442,hr5019-111,L000491,Yes
4443,hr5019-111,L000569,Yes
4444,hr5019-111,L000570,No
4445,hr5019-111,L000562,No
4446,hr5019-111,M000087,No
4447,hr5019-111,M001158,Yes
4448,hr5019-111,M001163,No
4449,hr5019-111,M001165,Yes
4450,hr5019-111,M001157,Yes
4451,hr5019-111,M001177,Yes
4452,hr5019-111,M001143,Not Voting
4453,hr5019-111,M000312,No
4454,hr5019-111,M001156,Yes
4455,hr5019-111,M001159,Yes
4456,hr5019-111,M001166,No
4457,hr5019-111,M001137,No
4458,hr5019-111,M001160,No
