,bill_id,congressdotgov_url,govtrack_url,title,summary,oil,solar,wind,hydro,nuclear,coal
313,s2891-111,https://www.congress.gov/bill/111th-congress/senate-bill/2891,https://www.govtrack.us/congress/bills/111/s2891,"A bill to further allocate and expand the availability of hydroelectric power generated at Hoover Dam, and for other purposes.","Hoover Power Allocation Act of 2009 - Amends the Hoover Power Plant Act of 1984 (HPPA) to modify, commencing October 1, 2017, certain statutory schedules governing contracts for delivery to specified localities in Arizona, California, and Nevada of hydroelectric power generated at Hoover Dam. Directs the Secretary of Energy to: (1) create, from certain apportioned allocations of contingent capacity and firm energy, a resource pool equal to 5% of the full rated capacity of 2.074 million kilowatts and associated firm energy; (2) offer Schedule D contingency capacity and firm energy to new allottees not receiving contingent capacity and firm energy for delivery commencing October 1, 2017; and (3) allocate through the Western Area Power Administration (WAPA) for delivery, commencing October 1, 2017, 66.7% of Schedule D contingent capacity and firm energy to specified new allottees located within the marketing area for the Boulder City Area Projects. Requires each contract offered under HPPA to: (1) authorize and require WAPA to collect from new allottees a pro rata share of Hoover Dam repayable advances paid for by contractors before October 1, 2017, and to remit such amounts to the contractors that paid such advances in proportion to the amounts paid by them as specified in a certain Implementation Agreement; (2) permit transactions with an independent system operator; and (3) contain the same material terms included in those long-term contracts for purchases from the Hoover Power Plant that were made in accordance with HPPA and are in existence on the date of enactment of this Act. Subjects the contractual obligation of the Secretary to deliver contingent capacity and firm energy under HPPA to the availability of the water needed to produce such contingent capacity and firm energy. Continues through FY2067 the requirements of HPPA as the exclusive method for (in effect, congressional oversight of) the disposal of capacity and energy from Hoover Dam.",0,0,0,1,0,0
314,hr5436-111,https://www.congress.gov/bill/111th-congress/house-bill/5436,https://www.govtrack.us/congress/bills/111/hr5436,To prohibit the Minerals Management Service from issuing permits or environmental or safety waivers for any deepwater drilling rig in the Gulf of Mexico until the discharge of oil from the last Deepwater Horizon well has stopped and a congressional committee has issued a report finding the cause of the explosion on and sinking of the Deepwater Horizon.,Prohibits the Minerals Management Service of the Department of the Interior from issuing any permit or granting any waiver of any environmental or safety requirement or restriction under any federal law for any deepwater drilling rig in the Gulf of Mexico before the date on which: (1) the discharge of oil from the last well drilled by the semi-submersible drilling rig Deepwater Horizon has stopped; and (2) a Committee of the House of Representatives or the Senate has issued a report that includes a finding of the cause of the explosion on and sinking of that drilling rig.,-1,0,0,0,0,0
315,hr5476-111,https://www.congress.gov/bill/111th-congress/house-bill/5476,https://www.govtrack.us/congress/bills/111/hr5476,"To assist in the creation of new jobs by providing financial incentives for owners of commercial buildings and multifamily residential buildings to retrofit their buildings with energy efficient building equipment and materials, and for other purposes.","Building Star Energy Efficiency Act of 2010 - Establishes in the Department of Energy (DOE) the Building Star Energy Efficiency Rebate Program of 2010. Directs the Secretary of Energy to issue rebates to building owners to offset a portion of the cost of purchasing and installing qualifying equipment or materials or undertaking qualifying services to enhance the energy efficiency of existing commercial buildings and multifamily residential buildings. Prescribes rebates for the purchase and installation of qualifying: (1) insulation, windows, and qualified high-efficiency window films and screens; (2) new energy efficient equipment, such as boilers, furnaces, and water heaters; (3) unitary air conditioners and unitary heat pumps; (4) variable speed drives for motors; and (5) interior lighting. Prescribes calculations for reductions in: (1) installed lighting power resulting from installation of qualified interior lighting; and (2) annual energy usage resulting from installation of qualified exterior lighting. Prescribes calculations also for rebates for qualified: (1) replacement chillers; (2) qualifying services to enhance the energy efficiency of buildings; (3) energy-efficient building operation and maintenance training; (4) service on space heating equipment and cooling systems, (5) energy monitoring and management systems with analog controls; and (6) HVAC testing, balancing, and duct sealing. Directs the Secretary to: (1) establish a Building Star Energy Efficiency Loan Program to make grants to states to support financial assistance provided by qualified program delivery entities for making energy efficiency and renewable energy improvements to existing buildings that qualify under the Building Star energy retrofit program. Amends the Energy Policy Act of 2005 to: (1) direct the Secretary to make guarantees for energy efficiency projects, including projects to retrofit residential, commercial, and industrial buildings, facilities, and equipment; and (2) authorize the Secretary, in the case of programs that finance such retrofitting, to offer loan guarantees for portfolios of debt obligations, and to purchase or make commitments to purchase portfolios of debt obligations. Prescribes prevailing wage rate requirements for work conducted using rebates or financial assistance.",0,0,0,0,0,0
316,s3433-111,https://www.congress.gov/bill/111th-congress/senate-bill/3433,https://www.govtrack.us/congress/bills/111/s3433,"A bill to prohibit the leasing of the Pacific, Atlantic, Eastern Gulf of Mexico, and Central Gulf of Mexico Regions of the outer Continental Shelf and to increase fuel economy standards.","Clean Coasts and Efficient Cars Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease or permit for the exploration, development, or production of oil or natural gas in: (1) the Pacific and Atlantic Regions of the outer Continental Shelf; or (2) certain areas in the Gulf of Mexico. Replaces current fuel economy standards for automobiles for model years 2021 through 2030 with new standards for model years 2017 through 2030. Requires the Secretary of Transportation to prescribe an average fuel economy standard for passenger and non-passenger automobiles for each model year beginning with model year 2017 to achieve a combined fuel economy average for model year 2030 of at least 55 miles per gallon for the total fleet of passenger and non-passenger automobiles manufactured for sale in the United States for that model year (excluding light-duty vehicles that draw motive power from a battery with a capacity larger than 4 kilowatt-hours). Directs the Administrator of the Environmental Protection Agency (EPA), in collaboration with the Administrator of the National Highway Transportation Safety Administration (NHTSA), to ensure continued progress in significantly improving motor vehicle fuel efficiency and reducing greenhouse gas emissions by setting motor vehicle emission and fuel economy standards for model year 2017 and subsequent model years that reflect the greatest emission reductions and fuel efficiency improvement achievable through the application of technology that will be available for the model year to which the standards apply, considering the costs associated with the application of technology and other appropriate factors.",-1,0,0,0,0,0
317,s3443-111,https://www.congress.gov/bill/111th-congress/senate-bill/3443,https://www.govtrack.us/congress/bills/111/s3443,A bill to amend the Outer Continental Shelf Lands Act to eliminate the 30-day time limit for exploration plans.,Amends the Outer Continental Shelf Lands Act to repeal the requirement that the Secretary of the Interior approve plans for geological and geophysical (including oil and natural gas) explorations in the outer Continental Shelf within 30 days after submission.,0,0,0,0,0,0
318,s3434-111,https://www.congress.gov/bill/111th-congress/senate-bill/3434,https://www.govtrack.us/congress/bills/111/s3434,"A bill to provide for the establishment of a Home Star Retrofit Rebate Program, and for other purposes.","Home Star Energy Retrofit Act of 2010 - Requires the Secretary of Energy to establish: (1) the Home Star Retrofit Rebate Program to provide rebates to contractors to be passed through as discounts to homeowners who retrofit their homes to achieve energy savings; (2) a Federal Rebate Processing System to enable rebate aggregators to submit claims for reimbursement; and (3) a national retrofit website and public information campaign that provide information on the Program. Requires the Secretary to ensure that rebates are available to homeowners within 90 days of this Act's enactment. Requires the Secretary to: (1) develop a network of rebate aggregators that can facilitate the delivery of rebates to reimburse participating contractors and vendors; and (2) develop guidelines for states to allow utilities participating as rebate aggregators to count the energy savings from their participation toward state-level energy saving targets. Sets forth eligibility criteria for rebate aggregators. Establishes: (1) a Silver Star Home Energy Retrofit Program to award rebates during the first year after this Act's enactment for the energy retrofit of a home for the installation of specified energy saving measures, including air-sealing and insulation measures, duct seal or replacement, window, door, skylight, or roof replacement, heating or cooling system replacement, water heater replacement, water temperature controllers, and window film installation; and (2) a Gold Star Home Energy Retrofit Program to award rebates for retrofits that achieve whole home energy savings. Authorizes Silver Star and Gold Star rebates to be provided for the same home under specified circumstances. Sets forth provisions concerning: (1) the amount of the rebates (up to $3,000 per home for Silver Star rebates or $8,000 per home for Gold Star rebates); and (2) the treatment of rebates for tax purposes (excluded from taxable income). Requires a state that receives funding under this Act to submit to the Secretary a plan to implement a quality assurance program that covers all federally assisted residential efficiency retrofit work administered, supervised, or sponsored by the state. Requires the Secretary to establish a Home Star Energy Efficiency Loan Program to make funds available to states to support financial assistance provided by qualified financing entities for making, to existing homes, energy efficiency improvements that qualify under the Silver Star or Gold Star programs. Terminates such program two years after this Act's enactment.",0,0,0,0,0,0
319,s3410-111,https://www.congress.gov/bill/111th-congress/senate-bill/3410,https://www.govtrack.us/congress/bills/111/s3410,"A bill to create a fair and efficient system to resolve claims of victims for economic injury caused by the Deepwater Horizon incident, and to direct the Secretary of the Interior to renegotiate the terms of the lease known as ""Mississippi Canyon 252"" with respect to claims relating to the Deepwater Horizon explosion and oil spill that exceed existing applicable economic liability limitations.","Acceptance of Liability and Expedited Claims at Mississippi Canyon 252 Act - Establishes within the Department of the Interior the Office of Deepwater Horizon Claims Compensation (Office) to compensate, on a no-fault basis and in a nonadversarial manner, persons and governmental entities that have incurred damages as a result of the Deepwater Horizon incident. Makes the Office Administrator responsible for processing claims for compensation for damages. Requires the Administrator to: (1) establish comprehensive claimant assistance and resource centers in areas with large concentrations of potential claimants; and (2) designate categories of claims to be handled on an expedited basis as a result of extreme financial hardship. Imposes a stay upon any claim for monetary damages pending in federal or state court related to the Deepwater Horizon incident. Makes any such claim eligible for disposition only if the claimant elects to pursue it under this Act. Requires the Administrator to establish an Advisory Committee on Deepwater Horizon Compensation. Sets forth the essential elements of an eligible claim for damages, including proof, by a preponderance of the evidence, that the claimant suffered damages as a result of the Deepwater Horizon incident. Declares that a claimant shall not be required to demonstrate that such damages resulted from the negligence or other fault of any other person. Sets forth claims procedures. Covers damages for losses to real or personal property, subsistence use, revenues, profits and earning capacity, and the costs of public services. Confers on the U.S. District Court for the District of Columbia exclusive jurisdiction over any action for declaratory or injunctive relief challenging any provision of this Act. Directs the Secretary of the Interior to renegotiate the terms of the ""Mississippi Canyon 252"" lease to reflect statements made in a certain letter from the Group Chief Executive of British Petroleum Exploration &amp; Production, Incorporated (BP) to the Secretaries of Homeland Security and of the Interior that BP is ""prepared to pay above $75 million"" on ""all legitimate claims"" relating to that explosion and oil spill. Requires BP, as a condition of such renegotiated lease, to pay all damages awarded pursuant to this Act.",-1,0,0,0,0,0
320,hres1347-111,https://www.congress.gov/bill/111th-congress/house-resolution/1347,https://www.govtrack.us/congress/bills/111/hres1347,"Honoring the workers who perished on the Deepwater Horizon offshore oil platform in the Gulf of Mexico off the coast of Louisiana, extending condolences to their families, and recognizing the valiant efforts of emergency response workers at the disaster site.","Recognizes the untimely and tragic loss of the 11 workers from the states of Louisiana, Mississippi, and Texas who died on the Deepwater Horizon offshore oil platform in the Gulf of Mexico off the coast of Louisiana. Extends the deepest condolences of the nation to the families of these men. Recognizes all employees on the Deepwater Horizon for their hard work and sacrifice. Commends the rescue crews for their valiant efforts to rescue these workers and others on the platform. Honors the many volunteers who provided support and comfort for the families of these people during this difficult time.",0,0,0,0,0,0
321,s3409-111,https://www.congress.gov/bill/111th-congress/senate-bill/3409,https://www.govtrack.us/congress/bills/111/s3409,A bill to make certain adjustments to the price analysis of propane prepared by the Secretary of Commerce.,"Amends the Propane Education and Research Act of 1996 to revise requirements for the annual report by the Secretary of Commerce to the Propane Education and Research Council, the Secretary of Energy, and the public analyzing changes in the price of propane relative to other energy sources. Requires the analysis to compare indexed changes in the average price of consumer grade propane to all end users to an equally weighted composite of indexed changes in the price of residential electricity, residential natural gas, and refiner price to end users of No. 2 fuel oil on an annual national average basis. (Currently, the comparison is to be made of indexed changes in the price of consumer grade propane to a composite of indexed changes in the price of residential electricity, residential natural gas, and refiner price.) Directs the Secretary of Commerce, within 60 days after enactment of this Act, to prepare and make available to the public an updated propane price analysis reflecting the amendment made by this Act.",0,0,0,0,0,0
322,hr5358-111,https://www.congress.gov/bill/111th-congress/house-bill/5358,https://www.govtrack.us/congress/bills/111/hr5358,"To amend the Outer Continental Shelf Lands Act to prohibit oil and gas preleasing, leasing, and related activities in certain areas of the Outer Continental Shelf off the coast of Florida, and for other purposes.",Florida Coastal Protection Act - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from offering for oil and gas leasing or preleasing (including any related activity) any tract located in: (1) a specified area of the Eastern Gulf of Mexico; (2) the South Atlantic Planning Area; or (3) the Straits of Florida Planning Area.,-1,0,0,0,0,0
323,s3391-111,https://www.congress.gov/bill/111th-congress/senate-bill/3391,https://www.govtrack.us/congress/bills/111/s3391,A bill to provide for accelerated revenue sharing of Outer Continental Shelf revenues to promote coastal resiliency among Gulf producing states.,"Restoring Ecosystem Sustainability and Protection on the Delta Act - Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2010 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share). Declares that the historical lease sites in the 2002-2007 planning area shall include all leases entered into by the Secretary of Energy for an area in the Gulf of Mexico between October 1, 1982 (or an earlier date if practicable) and December 31, 2015.",-1,0,0,0,0,0
324,hr5352-111,https://www.congress.gov/bill/111th-congress/house-bill/5352,https://www.govtrack.us/congress/bills/111/hr5352,To require hydroelectric energy generated in Alaska to be considered as renewable energy for purposes of Federal programs and standards.,"Alaska Clean Energy Development Act - Includes as renewable energy, for purposes of any federal program or standard, hydroelectric energy generated in the state of Alaska by a hydroelectric facility: (1) that has a nameplate capacity rating of a wattage that is less than 50 megawatts; or (2) through the use of a lake tap or siphon, pumped storage, or a run of the river system. Amends the Internal Revenue Code to make such a hydroelectric facility that is placed in service after the date of enactment of this Act eligible for the renewable electricity production tax credit.",0,0,0,1,0,0
325,s3385-111,https://www.congress.gov/bill/111th-congress/senate-bill/3385,https://www.govtrack.us/congress/bills/111/s3385,"A bill to amend the Mineral Leasing Act to require the Secretary of the Interior to determine the impact of any proposed modification to the policy of the Department of the Interior relating to any onshore oil or natural gas preleasing or leasing activity, and for other purposes.","American Energy and Western Jobs Act - Rescinds Bureau of Land Management (BLM) Instruction Memoranda numbered 2010-117 (Oil and Gas Leasing Reform  Land Use Planning and Lease Parcel Reviews) and 2010-118 (Energy Policy Act Section 390 Categorical Exclusion Policy Revision), issued on May 17, 2010, and declares that they shall have no force or effect. Amends the Mineral Leasing Act to direct the Secretary of the Interior, before modifying and implementing any onshore oil or natural gas preleasing or leasing and development policy, to complete an economic impact assessment and determine that the proposed modification will not: (1) result in a detrimental impact on employment opportunities relating to oil- and natural gas-related development; (2) contribute to an increase in the domestic use of imported petroleum resources; or (3) contribute to an aggregate loss of oil and natural gas receipts.",-1,0,0,0,0,0
326,hr5313-111,https://www.congress.gov/bill/111th-congress/house-bill/5313,https://www.govtrack.us/congress/bills/111/hr5313,"To direct the Secretary of the Interior to require offshore oil rigs to install acoustic control systems, and for other purposes.","Offshore Safety and Response Improvement Act - Directs the Secretary of the Interior to study acoustic control systems for offshore oil rigs and to promulgate regulations that: (1) identify approved acoustic control systems for such rigs; and (2) require certain lessees using an offshore oil rig to install such systems within two years after publication of the regulations. Directs the Secretary, in lieu of such actions, to submit to Congress, and make available to the public, a report describing in detail the reasons acoustic control systems are not necessary for offshore oil rigs. Directs the President, acting through the Administrator of the Environmental Protection Agency (EPA), to revise the National Contingency Plan developed under the Federal Water Pollution Control Act to include specific response procedures for various predetermined scenarios and conditions relating to oil discharges, including the location and amount of a discharge, and the length of time that has elapsed since a discharge occurred. Directs the EPA Administrator and the Secretary jointly to review and report to Congress on oil spill removal technologies, including: (1) those used in federal responses; (2) those that are available worldwide and in development; and (3) investments by the EPA and the Department of the Interior in the development of improved oil spill removal technologies and methods.",-1,0,0,0,0,0
327,hr5287-111,https://www.congress.gov/bill/111th-congress/house-bill/5287,https://www.govtrack.us/congress/bills/111/hr5287,To amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf of the Atlantic Ocean and Gulf of Mexico.,"East Coast and Gulf Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area on the outer Continental Shelf of the Atlantic Ocean or the Gulf of Mexico.",-1,0,0,0,0,0
328,s3358-111,https://www.congress.gov/bill/111th-congress/senate-bill/3358,https://www.govtrack.us/congress/bills/111/s3358,"A bill to amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf off the coast of California, Oregon, and Washington.","West Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area of the outer Continental Shelf off the coast of California, Oregon, or Washington.",-1,0,0,0,0,0
329,sres523-111,https://www.congress.gov/bill/111th-congress/senate-resolution/523,https://www.govtrack.us/congress/bills/111/sres523,"A resolution honoring the crew members who perished aboard the off-shore oil rig, Deepwater Horizon, and extending the condolences of the Senate to the families and loved ones of the deceased crew members.","Honors the crew members who perished aboard the offshore oil rig, Deepwater Horizon. Expresses the sincere condolences of the Senate to the families and loved ones of the deceased crew members.",-1,0,0,0,0,0
330,hr5267-111,https://www.congress.gov/bill/111th-congress/house-bill/5267,https://www.govtrack.us/congress/bills/111/hr5267,To amend the Gulf of Mexico Energy Security Act of 2006 to accelerate the increase in the amount of Gulf of Mexico oil and gas lease revenues that is shared with States.,Amends the Gulf of Mexico Energy Security Act of 2006 to accelerate from FY2017 to FY2011 the allocation of certain Gulf of Mexico oil and gas lease revenues from covered leases among the affected states (thus increasing each state's share).,-1,0,0,0,0,0
331,s3344-111,https://www.congress.gov/bill/111th-congress/senate-bill/3344,https://www.govtrack.us/congress/bills/111/s3344,"A bill to establish an independent, nonpartisan commission to investigate the causes and impact of, and evaluate and improve the response to, the explosion, fire, and loss of life on and sinking of the Mobile Drilling Unit Deepwater Horizon and the resulting uncontrolled release of crude oil into the Gulf of Mexico, and to ensure that a similar disaster is not repeated.","BP Deepwater Horizon Disaster Inquiry Commission Act of 2010 - Establishes the BP Deepwater Horizon Disaster Inquiry Commission to investigate: (1) the performance of BP Exploration and Production, Inc., Transocean, Ltd., and other entities affiliated with the Mobile Drilling Unit Deepwater Horizon; (2) their compliance with federal, state, and local laws and regulations (including their conformance with their own practices and industry practices); (3) the performance of federal, state, and local agencies responsible for oversight, inspection, and enforcement; and (4) the compliance of such agencies with federal, state, and local laws and regulations governing their actions. Requires the Commission to evaluate: (1) current and future impact of the oil disaster on the environment, economy, and public health; (2) the adequacy of the response to the oil disaster; (3) the implications of the oil disaster, and any risk of other such disasters, for offshore oil and gas activities by the United States; and (4) the availability and accuracy of baseline data against which the impact of the oil disaster may be measured. Requires the Commission to develop recommendations to: (1) improve the response to the oil disaster, including through modification of proposed plans to mitigate and monitor its impact; and (2) minimize the risk and mitigate the impact of future such disasters (including changes to federal law and regulations and improvements in industry practices). Sets forth powers of the Commission, including subpoena powers.",-1,0,0,0,0,0
332,s3343-111,https://www.congress.gov/bill/111th-congress/senate-bill/3343,https://www.govtrack.us/congress/bills/111/s3343,A bill to direct the Secretary of the Interior to establish an annual fee on Federal offshore areas that are subject to a lease for production of oil or natural gas and to establish a fund to reduce pollution and the dependence of the United States on oil.,"Beyond Petroleum Act - Directs the Secretary of the Interior to establish an annual fee of $10 per acre for federal offshore areas subject to a lease for production of oil or natural gas as of May 1, 2010. Establishes in the Treasury the Oil Dependence Reduction Fund, to be jointly administered by the Administrator of the Environmental Protection Agency (EPA), the Secretary of Energy (DOE), and the Secretary of Transportation (DOT), for research, development, deployment, or expansion of renewable technologies or programs that significantly: (1) decrease the use of oil; and (2) reduce greenhouse gas emissions.",-1,1,1,1,1,0
333,hr5248-111,https://www.congress.gov/bill/111th-congress/house-bill/5248,https://www.govtrack.us/congress/bills/111/hr5248,"To amend the Outer Continental Shelf Lands Act to prohibit the leasing of any area of the outer Continental Shelf for the exploration, development, or production of oil, gas, or any other mineral.","No New Drilling Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit the issuance of any lease for the exploration, development, or production of oil, gas, or any other mineral on the outer Continental Shelf.",-1,0,0,0,0,0
334,hr5241-111,https://www.congress.gov/bill/111th-congress/house-bill/5241,https://www.govtrack.us/congress/bills/111/hr5241,"To establish an independent, nonpartisan commission to investigate the causes and impact of, and evaluate and improve the response to, the explosion, fire, and loss of life on and sinking of the Mobile Drilling Unit Deepwater Horizon and the resulting uncontrolled release of crude oil into the Gulf of Mexico, and to ensure that a similar disaster is not repeated.","BP Deepwater Horizon Disaster Inquiry Commission Act of 2010 - Establishes the BP Deepwater Horizon Disaster Inquiry Commission to investigate: (1) the performance of BP Exploration and Production, Inc., Transocean, Ltd., and other entities affiliated with the Mobile Drilling Unit Deepwater Horizon; (2) their compliance with federal, state, and local laws and regulations (including their conformance with their own practices and industry practices); (3) the performance of federal, state, and local agencies responsible for oversight, inspection, and enforcement; and (4) the compliance of such agencies with federal, state, and local laws and regulations governing their actions. Requires the Commission to evaluate: (1) current and future impact of the oil disaster on the environment, economy, and public health; (2) the adequacy of the response to the oil disaster; (3) the implications of the oil disaster, and any risk of other such disasters, for offshore oil and gas activities by the United States; and (4) the availability and accuracy of baseline data against which the impact of the oil disaster may be measured. Requires the Commission to develop recommendations to: (1) improve the response to the oil disaster, including through modification of proposed plans to mitigate and monitor its impact; and (2) minimize the risk and mitigate the impact of future such disasters (including changes to federal law and regulations and improvements in industry practices). Sets forth powers of the Commission, including subpoena powers.",-1,0,0,0,0,0
335,s3329-111,https://www.congress.gov/bill/111th-congress/senate-bill/3329,https://www.govtrack.us/congress/bills/111/s3329,"A bill to provide triple credits for renewable energy on brownfields, and for other purposes.","Cleanfields Act - Amends the Public Utility Regulatory Policies Act of 1978, as it would be amended by the American Clean Energy Leadership Act of 2009 as reported to the Senate as an original measure on July 16, 2009 (S.1462), to: (1) define ""brownfield site generation facility,"" for purposes of provisions concerning the Federal Renewable Electricity Standard, as a facility that generates renewable electricity from wind energy, solar energy, or geothermal energy and that occupies a brownfield site; and (2) require the Secretary of Energy to allow triple credits under the federal renewable energy credit trading program for the generation of energy from brownfield site generation facilities. Limits the amount of total renewable electricity generation that is eligible for consideration for the triple credit multiplier for brownfields to 1%. Requires the Secretary to submit to Congress recommendations on whether such limitation should be revised.",0,1,1,0,0,0
336,hr5213-111,https://www.congress.gov/bill/111th-congress/house-bill/5213,https://www.govtrack.us/congress/bills/111/hr5213,"To amend the Outer Continental Shelf Lands Act to permanently prohibit the conduct of offshore drilling on the outer Continental Shelf off the coast of California, Oregon, and Washington.","West Coast Ocean Protection Act of 2010 - Amends the Outer Continental Shelf Lands Act to prohibit Secretary of the Interior from issuing a lease for the exploration, development, or production of oil or natural gas in any area of the outer Continental Shelf off the coast of California, Oregon, or Washington.",-1,0,0,0,0,0
